Sample #,Date Collected,Sampling Time,Time Of Low Tide,Julian Day,Site Code,Site Name,Site Latitude,Site Longitude,Air Temperature,Surface Water Temperature,Water Temperature At -3 Feet,Salinity,Chlorophyll,Oyster Tissue Temperature,"Total Vibrio Parahaemolyticus, Water","Tdh+ Vibrio Parahaemolyticus, Water","Total Vibrio Parahaemolyticus, Net Tow","Tdh+ Vibrio Parahaemolyticus, Net Tow","Total Vibrio Parahemolyticus, Oyster","Tdh+ Vibrio Parahaemolyticus, Oyster",Record Number,Accessed Date,Source Url,Preferred Citation
478,2008-07-15 00:00:00,2008-07-15 11:30:00,2008-07-15 10:00:00,196,JCHC021,Duckabush,47.64711,-122.92964,21.5,23.3,20.9,25,2.047,26.6,,,4780,1730,430,0,Row 39 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
479,2008-07-15 00:00:00,2008-07-15 10:45:00,2008-07-15 10:00:00,196,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,22.7,20.1,20.1,29,1.645,25.7,,,425,220,430,.036,Row 40 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
480,2008-07-15 00:00:00,2008-07-15 12:30:00,2008-07-15 10:00:00,196,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,23.1,11.4,11.3,9,.887,29.9,,,6670,2580,93,.43,Row 41 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
482,2008-07-15 00:00:00,2008-07-15 12:30:00,2008-07-15 10:00:00,196,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,29.6,23.7,23.8,18,1.879,34.9,,,2800,1710,110000,0,Row 42 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
483,2008-07-15 00:00:00,2008-07-15 11:38:00,2008-07-15 10:00:00,196,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,19.5,21.3,25.7,6,3.917,26.7,,,10700,2170,2300,0,Row 43 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
487,2008-07-16 00:00:00,2008-07-16 09:45:00,2008-07-16 10:30:00,197,MCHC021,Cushman Park,47.420513,-123.130387,17.9,20.6,20.9,27,2.868,18.8,51.3,13.5,,,43,0,Row 44 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
486,2008-07-16 00:00:00,2008-07-16 09:15:00,2008-07-16 10:30:00,197,MCHC056,Hoodsport,47.39555,-123.1438,16.5,19.8,21,22,23.429,17.3,84.8,0,,,23,0,Row 45 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
488,2008-07-16 00:00:00,2008-07-16 11:00:00,2008-07-16 12:30:00,197,MCSS013,Oakland Bay,47.22503,-123.0373,14.2,19,19,30,11.842,17.8,906,200,,,15,0,Row 46 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
485,2008-07-16 00:00:00,2008-07-16 10:15:00,2008-07-16 07:30:00,197,PAWB002,Nahcotta,46.45461,-124.00977,12.3,18.2,18,29,2.257,15.4,,,2980,840,2.3,0,Row 47 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
492,2008-07-17 00:00:00,2008-07-17 12:50:00,2008-07-17 13:10:00,198,MCHC018,DNR Beach 48,47.50405,-123.0318,13.9,19.5,19.4,33,4.436,13.9,240,92.8,,,2.3,0,Row 48 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
491,2008-07-17 00:00:00,2008-07-17 12:05:00,2008-07-17 12:05:00,198,MCSS018,Totten Inlet,47.143,-123.06354,14.2,18.2,18.2,36,1.246,19.8,474,169,,,4.3,0,Row 49 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
489,2008-07-17 00:00:00,2008-07-17 09:15:00,2008-07-17 11:00:00,198,SKSB009,Samish Bay,48.58865,-122.48548,13.8,16.3,16,32,1.196,15.8,325,220,,,1.5,.092,Row 50 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
490,2008-07-17 00:00:00,2008-07-17 11:10:00,2008-07-17 12:10:00,198,TCSS0T2,South Totten Inlet,47.11496,-123.02234,12.9,18.5,18.2,35,9.483,17.5,1260,471,,,23,0,Row 51 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
493,2008-07-21 00:00:00,2008-07-21 14:00:00,2008-07-21 13:40:00,202,JCHC021,Duckabush,47.64711,-122.92964,18.5,23.3,24,11,1.143,29.1,638,424,30500,43800,,,Row 52 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
494,2008-07-21 00:00:00,2008-07-21 13:20:00,2008-07-21 13:40:00,202,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,17.6,21.2,20.5,28,2.849,25.1,940,0,27000,5210,230,.93,Row 53 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
495,2008-07-21 00:00:00,2008-07-21 12:50:00,2008-07-21 13:40:00,202,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,17,12.7,13.8,6,.256,24.7,2750,2350,4110,366,93,0,Row 54 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
497,2008-07-21 00:00:00,2008-07-21 12:15:00,2008-07-21 13:30:00,202,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,22.8,20.3,20.1,12,1.575,24.7,893,0,18300,8540,930,0,Row 55 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
498,2008-07-21 00:00:00,2008-07-21 14:15:00,2008-07-21 13:30:00,202,MCHC014,"Belfair park, Hood canal",47.42855,-122.87437,25.9,23.8,23.5,15,.682,31.2,13000,6090,1960,1190,2300,0,Row 56 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
496,2008-07-21 00:00:00,2008-07-21 13:30:00,2008-07-21 13:30:00,202,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,21.7,18.4,18.4,22,1.955,27.7,10000,2010,4160,1050,4300,0,Row 57 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
500,2008-07-22 00:00:00,2008-07-22 13:15:00,2008-07-22 14:00:00,203,JCHC011,Quilcene Bay,47.78746,-122.85935,15.8,19.6,21.1,18,2.359,20.8,1850,158,1120,482,43,.074,Row 58 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
499,2008-07-22 00:00:00,2008-07-22 13:55:00,2008-07-22 14:00:00,203,JCHC013,Dabob Bay,47.76963,-122.82102,16.1,19.1,20.5,10,.553,22.3,1580,509,3060,1780,43,.15,Row 59 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
501,2008-07-22 00:00:00,2008-07-22 14:55:00,2008-07-22 14:00:00,203,JCMI005,Mystery Bay,48.0569,-122.69488,15.2,17.5,18,34,20.466,20.9,4220,1230,235,63,.3,0,Row 60 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
502,2008-07-22 00:00:00,2008-07-22 12:15:00,2008-07-22 14:10:00,203,KPHC012,Misery point,47.65506,-122.82842,15.7,18.3,18.1,29,20.723,18.2,108,0,30.9,0,,,Row 61 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
504,2008-07-22 00:00:00,2008-07-22 14:30:00,2008-07-22 15:00:00,203,MCSS008,"Case Inlet, North North Bay",47.40244,-122.82406,17.9,19.2,19.1,31,24.255,17.8,62200,26000,0,0,4.3,0,Row 62 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
503,2008-07-22 00:00:00,2008-07-22 14:10:00,2008-07-22 14:50:00,203,PCCA002,Rocky Bay,47.35595,-122.79679,13.9,18.9,18.9,30,2.633,17.3,1310,181,32.6,11.6,2.3,0,Row 63 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
505,2008-07-23 00:00:00,2008-07-23 09:55:00,2008-07-23 10:45:00,204,GHGH000,Grays Habor,46.96043,-124.03574,14.6,17.1,17,31,4.045,17.1,45.3,53.8,1080,505,.92,0,Row 64 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
506,2008-07-23 00:00:00,2008-07-23 12:10:00,2008-07-23 11:40:00,204,PAWB002,Nahcotta,46.45461,-124.00977,15.1,17.3,17.1,33,2.768,19.5,1440,171,3340,1820,.92,0,Row 65 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
508,2008-07-23 00:00:00,2008-07-23 13:15:00,2008-07-23 14:30:00,204,SKSB009,Samish Bay,48.58865,-122.48548,15.2,16.5,16.9,30,1.699,20.4,806,80.6,464,200,0,0,Row 66 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
507,2008-07-23 00:00:00,2008-07-23 15:50:00,2008-07-23 15:45:00,204,TCSS0E0,Eld Inlet,47.11399,-122.94886,14.7,18.2,18.1,35,3.594,22.5,491,365,1480,720,23,.036,Row 67 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
510,2008-07-24 00:00:00,2008-07-24 06:00:00,2008-07-24 05:00:00,205,MCHC007,"Potlatch, Hood canal",47.36011,-123.15604,9.7,15.3,15.7,32,.959,10.5,.667,0,538,169,93,0,Row 68 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
513,2008-07-24 00:00:00,2008-07-24 06:15:00,2008-07-24 06:00:00,205,MCHC018,DNR Beach 48,47.50405,-123.0318,10,17.6,17.7,32,5.33,0,2830,576,50.1,20.4,2.3,0,Row 69 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
509,2008-07-24 00:00:00,2008-07-24 06:35:00,2008-07-24 05:00:00,205,MCHC056,Hoodsport,47.39555,-123.1438,10.8,15.7,15.6,31,.93,11,2150,762,1350,257,4300,0,Row 70 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
512,2008-07-24 00:00:00,2008-07-24 05:30:00,2008-07-24 05:00:00,205,MCHI018,Hammersley Inlet,47.20665,-123.01017,7.8,17,17,29,3.147,8.6,,,969,567,38,0,Row 71 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
511,2008-07-24 00:00:00,2008-07-24 07:40:00,2008-07-24 07:00:00,205,MCSS013,Oakland Bay,47.22503,-123.0373,12,16.8,16.7,32,3.164,15.6,865,345,419,161,4.3,0,Row 72 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
514,2008-07-28 00:00:00,2008-07-28 09:15:00,2008-07-28 08:00:00,209,JCHC021,Duckabush,47.64711,-122.92964,13.6,18.4,18.2,32,1.097,18.2,8230,1790,1360,519,430,0,Row 73 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
515,2008-07-28 00:00:00,2008-07-28 08:30:00,2008-07-28 08:00:00,209,MCHC004,"Mike's beach, Hood canal",47.55801,-123.02454,19,17.7,18,31,.846,19.7,4820,385,7140,615,43,0,Row 74 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
